source,output,assigned_rank,source_rank_token,removed_ranges,chains,removed_atom_records,removed_residue_count,removed_residues,retained_coordinate_records
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.96.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank97.pdb,97,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.97.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank98.pdb,98,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.98.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank99.pdb,99,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.99.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank100.pdb,100,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.100.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank101.pdb,101,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.101.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank102.pdb,102,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.102.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank103.pdb,103,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.103.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank104.pdb,104,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.104.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank105.pdb,105,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.105.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank106.pdb,106,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.106.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank107.pdb,107,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.107.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank108.pdb,108,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.108.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank109.pdb,109,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.109.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank110.pdb,110,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.110.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank111.pdb,111,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.111.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank112.pdb,112,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.112.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank113.pdb,113,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.113.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank114.pdb,114,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.114.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank115.pdb,115,,0,A,0,0,,2315
/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.115.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank116.pdb,116,,0,A,0,0,,2315
